flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
1263,0,1263,1040,223,0,0,1263,`4ef,tuya_p2p_lite_tlv.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3639,0,3639,2286,1353,0,0,3639,`e37,websocket_client.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2736,0,2736,2052,684,0,0,2736,`ab0,simple_flash_protected.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3852,0,3852,3270,582,0,0,3852,`f0c,enc_API.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
72,0,72,72,0,0,0,72,`48,bwexpander.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2319,0,2319,2010,309,0,0,2319,`90f,celt_lpc.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
577,0,577,124,453,0,0,577,`241,control_SNR.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
392,0,392,392,0,0,0,392,`188,decode_parameters.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
997,0,997,724,273,0,0,997,`3e5,encode_indices.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
74,0,74,74,0,0,0,74,`4a,bwexpander_32.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
60,0,60,60,0,0,0,60,`3c,init_encoder.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1970,0,1970,1856,114,0,0,1970,`7b2,kiss_fft.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
924,0,924,786,138,0,0,924,`39c,encode_pulses.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
377,0,377,160,217,0,0,377,`179,stereo_encode_pred.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
449,0,449,264,185,0,0,449,`1c1,LPC_analysis_filter.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2633,0,2633,2438,195,0,0,2633,`a49,encode_frame_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
216,0,216,216,0,0,0,216,`d8,HP_variable_cutoff.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
392,0,392,392,0,0,0,392,`188,gain_quant.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2261,0,2261,1504,757,0,0,2261,`8d5,control_codec.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
236,0,236,236,0,0,0,236,`ec,control_audio_bandwidth.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1364,0,1364,1364,0,0,0,1364,`554,stereo_LR_to_MS.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
470,0,470,470,0,0,0,470,`1d6,stereo_find_predictor.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2208,0,2208,2208,0,0,0,2208,`8a0,noise_shape_analysis_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2030,0,2030,1864,166,0,0,2030,`7ee,burg_modified_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
152,0,152,152,0,0,0,152,`98,stereo_quant_pred.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
435,0,435,276,159,0,0,435,`1b3,check_control_input.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
168,0,168,168,0,0,0,168,`a8,sum_sqr_shift.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
296,0,296,296,0,0,0,296,`128,LP_variable_cutoff.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
174,0,174,174,0,0,0,174,`ae,NLSF_decode.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
142,16,126,126,0,16,0,142,`8e,rtp_pcm_packager.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
278,16,262,224,38,16,0,278,`116,rtp_private_file.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2421,0,2421,1632,789,0,0,2421,`975,jpeg_frame_parser.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1591,0,1591,1536,55,0,0,1591,`637,rsa_alt_helpers.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
9992,0,9992,9976,16,0,0,9992,`2708,smallft.c.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
322,0,322,176,146,0,0,322,`142,decode_pitch.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
444,0,444,444,0,0,0,444,`1bc,NLSF_stabilize.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
530,0,530,530,0,0,0,530,`212,process_gains_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2744,0,2744,2524,220,0,0,2744,`ab8,NSQ.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
4830,0,4830,4612,218,0,0,4830,`12de,NSQ_del_dec.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
850,0,850,680,170,0,0,850,`352,find_pitch_lags_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1011,0,1011,786,225,0,0,1011,`3f3,find_pred_coefs_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
3966,0,3966,3118,848,0,0,3966,`f7e,pitch_analysis_core_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
44,0,44,44,0,0,0,44,`2c,autocorr_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
86,0,86,86,0,0,0,86,`56,k2a_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
384,0,384,384,0,0,0,384,`180,quant_LTP_gains.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
34,0,34,34,0,0,0,34,`22,inner_prod_aligned.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
472,0,472,292,180,0,0,472,`1d8,residual_energy_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
652,0,652,492,160,0,0,652,`28c,sort.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
94,0,94,94,0,0,0,94,`5e,k2a_Q16_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
244,0,244,244,0,0,0,244,`f4,LTP_analysis_filter_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
90,0,90,90,0,0,0,90,`5a,vector_ops_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
176,0,176,176,0,0,0,176,`b0,ana_filt_bank_1.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
462,0,462,304,158,0,0,462,`1ce,schur_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
164,0,164,92,72,0,0,164,`a4,sigm_Q15.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
519,0,519,220,299,0,0,519,`207,apply_sine_window_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
548,0,548,396,152,0,0,548,`224,warped_autocorrelation_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
814,0,814,548,266,0,0,814,`32e,find_LPC_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
536,0,536,376,160,0,0,536,`218,schur64_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
640,0,640,348,292,0,0,640,`280,process_NLSFs.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
328,0,328,328,0,0,0,328,`148,VQ_WMat_EC.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
128,0,128,128,0,0,0,128,`80,resampler_down2.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
72,0,72,72,0,0,0,72,`48,LTP_scale_ctrl_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
312,0,312,312,0,0,0,312,`138,resampler_down2_3.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
304,0,304,304,0,0,0,304,`130,find_LTP_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
234,0,234,76,158,0,0,234,`ea,interpolate.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
382,0,382,220,162,0,0,382,`17e,NLSF_VQ_weights_laroia.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
795,0,795,648,147,0,0,795,`31b,NLSF_encode.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
608,0,608,608,0,0,0,608,`260,corrMatrix_FIX.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
830,0,830,830,0,0,0,830,`33e,A2NLSF.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
830,0,830,830,0,0,0,830,`33e,NLSF_del_dec_quant.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
287,0,287,156,131,0,0,287,`11f,NLSF_VQ.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
240,0,240,0,240,0,0,240,`f0,tables_other.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1049,0,1049,0,1049,0,0,1049,`419,tables_pulses_per_block.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
354,0,354,0,354,0,0,354,`162,resampler_rom.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
2104,0,2104,0,2104,0,0,2104,`838,tables_NLSF_CB_WB.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
65,0,65,0,65,0,0,65,`41,tables_gain.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
113,0,113,0,113,0,0,113,`71,tables_pitch_lag.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
502,0,502,0,502,0,0,502,`1f6,tables_LTP.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
1408,0,1408,0,1408,0,0,1408,`580,tables_NLSF_CB_NB_MB.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
258,0,258,0,258,0,0,258,`102,table_LSF_cos.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
241,0,241,0,241,0,0,241,`f1,pitch_est_tables.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
806420,28887,800118,580864,219254,6302,22585,829005,`ca64d,/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a,/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/libtuyaos.a
888,0,888,888,0,0,0,888,`378,_arm_addsubdf3.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
1060,0,1060,1060,0,0,0,1060,`424,_arm_muldivdf3.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
272,0,272,272,0,0,0,272,`110,_arm_cmpdf2.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
44,0,44,44,0,0,0,44,`2c,_arm_unorddf2.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
80,0,80,80,0,0,0,80,`50,_arm_fixdfsi.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
64,0,64,64,0,0,0,64,`40,_arm_fixunsdfsi.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
160,0,160,160,0,0,0,160,`a0,_arm_truncdfsf2.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
160,0,160,160,0,0,0,160,`a0,_aeabi_ldivmod.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
48,0,48,48,0,0,0,48,`30,_aeabi_uldivmod.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
48,0,48,48,0,0,0,48,`30,_fixdfdi.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
60,0,60,60,0,0,0,60,`3c,_fixunsdfdi.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
748,0,748,748,0,0,0,748,`2ec,_udivmoddi4.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/thumb/v8-m.main+fp/hard/libgcc.a
